control,ano,kilogram,categoria,subcategoria,tipo_estilo,origem,classificacao,total
tintas_brsmorena,1975,0,tintas,brsmorena,,brsmorena,,0
tintas_brs_nubia,1975,0,tintas,brs,,brs,,0
tintas_brs_rubea,1975,0,tintas,brs,,brs,,0
tintas_brsvioleta,1975,0,tintas,brsvioleta,,brsvioleta,,0
tintas_brs_vitoria,1975,0,tintas,brs,,brs,,0
tintas_champagnon_champanheta,1975,0,tintas,champagnon,,champagnon,,0
tintas_colecoes,1975,0,tintas,colecoes,,,,0
tintas_concord,1975,7361018,tintas,concord,,concord,,0
tintas_concordclone30,1975,0,tintas,concordclone30,,concordclone30,,0
tintas_couderc,1975,4052782,tintas,couderc,,,,0
tintas_cynthiana_1,1975,544666,tintas,cynthiana,,,,0
tintas_herbemont,1975,48754240,tintas,herbemont,,herbemont,,0
tintas_iac138022,1975,0,tintas,iac138022,,iac138022,,0
tintas_isabel,1975,193394592,tintas,isabel,,isabel,,0
tintas_isabelprecoce,1975,0,tintas,isabelprecoce,,isabelprecoce,,0
tintas_jacquez,1975,513846,tintas,jacquez,,,,0
tintas_kyoko,1975,0,tintas,kyoko,,,,0
tintas_laot,1975,104110,tintas,laot,,,,0
tintas_mistura_de_uvas_americanas_tinto,1975,0,tintas,mistura,mistura_americanas_tinto,,,0
tintas_oberlin,1975,17264,tintas,oberlin,,,,0
tintas_othello,1975,53172,tintas,othello,,,,0
tintas_paco,1975,0,tintas,paco,,,,0
tintas_patricia,1975,0,tintas,patricia,,,,0
tintas_seibel,1975,11082086,tintas,seibel,,,,0
tintas_seibel2_seibeleto,1975,0,tintas,seibel2,,,,0
tintas_seyvewillard_tinta,1975,0,tintas,seyvewillard,,,,0
tintas_vênus,1975,0,tintas,vênus,,,,0
brancas_rosadas,1975,2717527,brancas_rosadas,rosadas,,,,1
brancas_rosadas_baco,1975,2610,brancas_rosadas,rosadas,,,,0
brancas_rosadas_bokay,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_brs_bibiana,1975,0,brancas_rosadas,rosadas,,brs,,0
brancas_rosadas_brsem_classificacaolara,1975,0,brancas_rosadas,rosadas,,brsem,,0
brancas_rosadas_brslorena,1975,0,brancas_rosadas,rosadas,,brslorena,,0
brancas_rosadas_couderc13,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_delaware,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_donazilla,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_dutchess,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_goethe,1975,280190,brancas_rosadas,rosadas,,goethe,,0
brancas_rosadas_iac,1975,0,brancas_rosadas,rosadas,,iac,,0
brancas_rosadas_juliana,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_martha,1975,13578,brancas_rosadas,rosadas,,,,0
brancas_rosadas_mistura_de_uvas_americanas,1975,0,brancas_rosadas,rosadas,mistura_americanas,,,0
brancas_rosadas_mosem_classificacaoatoembrapa,1975,0,brancas_rosadas,rosadas,,,,0
brancas_rosadas_niagara,1975,2409319,brancas_rosadas,rosadas,,niagara,,0
